lon,lat,AADT_normalized_log
12.186656515607694,55.45646005177556,0.8564521305100186
11.65341177584995,55.690698606531306,0.7192415742257062
9.406551000153238,56.44727501833787,0.8123053258824959
9.513243521351743,55.25711869780042,0.45507116319842145
11.387280318448486,55.61197980353082,0.7702155405773256
9.404161587955658,56.44835196178051,0.6022879020335237
9.709261732806745,55.7305138035831,0.8124973142483801
11.71287304795763,55.60649175648763,0.715314407897902
12.10006630164276,55.83927871476924,0.5749896066456666
11.667244095516333,55.59000949146389,0.6951606677801487
12.394351114830611,55.67516692316834,0.5187159826812218
9.025671544419032,55.46804218721441,0.4500523750681173
9.90356427818624,54.92822413080005,0.49050973198119885
8.879121931013666,54.94481316987218,0.6692301499538992
9.841257535967936,55.86310804740097,0.7749193873848069
9.425443158557758,55.75424301842261,0.6467383726936513
8.78180585647779,55.3493901286218,0.7008583003600056
9.969728220110143,56.22365312582429,0.4315157779343608
9.062484960884692,55.46212530570862,0.4447403569422946
12.501378692846624,55.9445794171066,0.20940274186938226
12.474248490978242,55.93469364419282,0.28514954254194447
9.129499841667537,55.49315436804929,0.8451975333458767
9.760894898066612,55.85120419864992,0.6322112292421352
9.174611543558395,56.58875315680864,0.616168427793512
10.106108771449126,56.32886653638596,0.6143862131322857
9.404084694877298,55.5142208432988,0.6237347440251585
12.52225364451955,55.68108174074823,0.798308503812534
9.851363999957528,55.92847969996953,0.5143697823720395
9.39911691866289,55.51312289784234,0.6251564893224227
12.13738208264918,55.40199256744084,0.6232558463661637
9.49668902716842,55.71229219364582,0.6897778864901104
10.09415803838344,56.31137082432298,0.5924639676122044
9.482218285653378,55.25464819203639,0.3461872332773308
12.558601075368326,55.66111368340908,0.7751727091510798
8.467028752058143,55.51399746137368,0.7863627647075524
11.069050742052635,55.699001688216335,0.49009541483958013
11.960589340909712,55.33138988018655,0.4454215770211102
11.287067168004134,55.50537603756709,0.7842779862998479
8.193178670193639,56.236754768545126,0.5956413197860223
12.534677449946493,55.75853769440194,0.6238302216772766
11.28914178568093,55.50128356408648,0.7752088404409032
11.292332919425505,55.494069194848265,0.7695644442018038
9.989185496585698,56.05910504861094,0.6261851553110722
8.99567522639937,56.10427302660906,0.6073448291684922
10.398653280557696,55.38855571492846,0.45196702379277814
9.989185496585698,56.05910504861094,0.3461872332773308
9.072800222843307,55.1028771024333,0.47425906197284223
9.805815608691267,56.82689124687734,0.5380339415610449
12.39735724079598,55.66690169950535,0.46706211973621675
