,Unnamed: 0,slug,status_3_ratio_mean,status_3_ratio_var,latitude,longitude,ratios,ratios_length,minCapacity,maxCapacity,NAME_2
129,276,qk85yd,0.1181996855345911,0.0188228439201128,55.775075,12.521009,"[0.022169811320754716, 0.011320754716981131, 0.24764150943396226, 0.1804245283018868, 0.01509433962264151, 0.23254716981132076]",6,60.0,300.0,Lyngby-Taarbæk
130,332,x59g85,0.1167259786476868,0.0373658536768455,55.656087,12.307504,"[0.19620403321470936, 0.14638196915776988, 0.007591933570581257]",3,60.0,300.0,Høje Taastrup
131,28,39mjj5,0.1143167551907291,0.0649893785117581,55.621148,12.60544,[0.012716450216450216],1,50.0,50.0,Tårnby
132,9,27y63,0.1123046123046123,0.0489669636696745,55.78355,12.37658,"[0.0723030723030723, 0.15684915684915685]",2,43.0,50.0,Furesø
133,307,rpgqjd,0.1107398017976492,0.0921022418709609,55.09326,10.253922,"[0.11016363217331182, 0.11131597142198664]",2,150.0,300.0,Faaborg-Midtfyn
134,115,8pdewg,0.1107204250664166,0.0352827269256914,55.640589,12.097662,"[0.01617440225035162, 0.15213314580403187, 0.16385372714486637]",3,60.0,300.0,Roskilde
135,17,2p87z6,0.1107134610944354,0.0411461652206046,54.952145,8.887219,"[0.20041608876560332, 0.18610020780420225, 0.021242207342415147, 0.03532671438466867]",4,160.0,160.0,Tønder
136,53,5ykjz2,0.110247959824231,0.0143041962636452,55.692466,12.46268,"[0.019538606403013182, 0.1838512241054614, 0.16078154425612054, 0.15393794749403342, 0.12728719172633254, 0.022673031026252982, 0.182909604519774, 0.09887005649717515, 0.010828625235404897]",9,60.0,300.0,Rødovre
137,356,ym96xm,0.110192040721888,0.0334028096751216,55.101888,10.240557,"[0.07635354002776493, 0.1112910689495604, 0.12447940768162888, 0.12864414622859788]",4,300.0,300.0,Faaborg-Midtfyn
138,363,ypxj99,0.1099101287345154,0.0527248947394633,55.735229,9.10298,"[0.14476560602380373, 0.0750546514452271]",2,150.0,150.0,Billund
