longitude,latitude,gravity,Score1,Score2,Score3,Score4,Score5,Score6,Score7,Score8,Score9,Score10,Score11,Score12,Score13,Score14,Score15,Score16,Score17,Score18,Score19,Score20,Score21,Score22,Score23,Score24,Score25,Score26,Score27,Score28,Score29,Score30,Score31
10.0904,56.1411,9273.82,0.108946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9273.71,0,0,0,0,0,0,0,0,0,0,0,0
10.0963,56.1411,1790.16,0.0826019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1790.08,0,0,0,0,0,0,0,0,0,0,0,0
10.1021,56.1411,664.572,0,0,0,0,0,0,68.5205,0,0,0,0,21.7374,0,0,0,0,0,0,574.314,0,0,0,0,0,0,0,0,0,0,0,0
10.108,56.1411,1725.4,0,0,0,0,0,0,249.216,0,0,0,0,71.3753,0,0,0,0,0,0,1404.81,0,0,0,0,0,0,0,0,0,0,0,0
10.1138,56.1411,17132,0,0,0,0,0,0,4464.5,0,0,0,0,1445.88,0,0,0,0,0,0,11221.7,0,0,0,0,0,0,0,0,0,0,0,0
10.1197,56.1411,6767.51,0.253011,0,0,0,0,0,783.503,0,0,0,0,193.745,0,0,0,0,0,0,5790.01,0,0,0,0,0,0,0,0,0,0,0,0
10.1256,56.1411,1368.92,0.371135,0,0,0,0,0,219.425,0,0,0,0,35.4532,0,0,0,0,0,0,1113.67,0,0,0,0,0,0,0,0,0,0,0,0
10.1314,56.1411,618.35,0.549331,0,0,0,0,0,129.007,0,0,14.088,0,9.08723,0,0,0,0,0,0,465.619,0,0,0,0,0,0,0,0,0,0,0,0
10.1373,56.1411,1088.29,0.769155,0,0,0,0,0,49.3344,0,0,30.1385,0,0,0,0,0,0,0,0,1008.05,0,0,0,0,0,0,0,0,0,0,0,0
10.1431,56.1411,4372.28,0.868605,0,0,0,0,0,0,0,0,44.3516,0,0,0,0,0,0,275.677,0,4051.38,0,0,0,0,0,0,0,0,0,0,0,0
10.149,56.1411,4445.91,0.892518,30.6273,0,0,0,0,0,0,0,55.9925,0,0,0,0,0,0,601.506,0,3737.91,18.9837,0,0,0,0,0,0,0,0,0,0,0
10.1549,56.1411,3656.21,1.0577,12.225,0,0,0,0,0,0,0,32.8833,0,0,0,0,0,0,1236.14,0,2335.83,38.0727,0,0,0,0,0,0,0,0,0,0,0
10.1607,56.1411,2192.85,0.71733,0,0,0,0,0,0,0,0,26.5448,0,0,0,0,0,0,637.769,0,1460.11,67.705,0,0,0,0,0,0,0,0,0,0,0
10.1666,56.1411,6459.22,0.402944,33.6099,0,0,0,0,0,0,0,16.7557,0,0,0,0,10.7207,0,264.135,0,6017.41,75.7975,0,0,0,40.396,0,0,0,0,0,0,0
10.1724,56.1411,4548.69,0.239716,86.5627,0,0,0,0,0,0,0,0,0,0,0,0,30.0162,0,0,0,4182.14,154.784,0,0,0,94.9394,0,0,0,0,0,0,0
10.1783,56.1411,5283.53,0.153329,511.537,0,0,293.146,0,68.4982,0,0,0,0,0,0,0,98.3241,0,0,0,1880.72,1915.72,0,0,0,515.433,0,0,0,0,0,0,0
10.1842,56.1411,16195.9,0.105164,2657.47,0,0,1440.23,0,276.994,0,0,0,0,0,0,0,45.1863,0,0,0,8645.38,1911.86,0,0,0,1077.24,0,0,0,0,86.4264,5.54159,49.4461
10.19,56.1411,32405.5,0,256.259,0,0,13000,13.3811,3135.47,0,0,15.8008,0,0,0,0,30.0949,0,0,0,15064.5,174.812,0,0,0,385.582,0,0,0,0,198.285,11.6363,119.732
10.1959,56.1411,5646.4,0,154.481,0,0,806.319,48.6333,862.653,0,0,40.9743,0,0,0,0,74.6469,0,0,0,2312.23,148.364,0,0,0,112.402,0,0,0,0,626.847,23.3721,435.482
10.2017,56.1411,15670.6,0,1452.2,0,0,291.315,221.283,720.196,0,0,219.5,0,0,0,0,139.161,0,0,0,11161.4,104.776,0,0,68.4211,86.9422,0,0,0,0,744.317,19.0616,442.037
10.2076,56.1411,7881.53,0,234.202,0,0,0,38.3877,944.387,0,0,303.082,0,0,0,0,41.1081,0,0,0,5737.76,80.0675,0,0,68.3651,70.5827,0,0,0,0,233.685,8.67318,121.232
10.2135,56.1411,3694.25,0,66.917,0,0,0,11.6611,231.553,0,0,213.977,0,0,0,0,15.3176,0,0,0,2944.13,40.3532,0,0,0,25.26,0,0,0,0,95.8393,0,49.2427
10.2193,56.1411,2380.85,0,25.6668,0,0,0,0,93.9934,0,0,138.144,0,0,0,0,0,0,0,0,2123.05,0,0,0,0,0,0,0,0,0,0,0,0
10.2252,56.1411,2598.23,0,0,0,0,0,0,0,0,0,34.1808,0,0,0,0,0,0,0,0,2564.05,0,0,0,0,0,0,0,0,0,0,0,0
10.2311,56.1411,2837.73,0,0,0,0,0,0,0,0,0,14.3329,0,0,0,0,0,0,0,0,2823.39,0,0,0,0,0,0,0,0,0,0,0,0
10.0552,56.1426,380.695,1.7174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.977,0,0,0,0,0,0,0,0,0,0,0,0
10.0611,56.1426,700.206,0.911909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.294,0,0,0,0,0,0,0,0,0,0,0,0
10.067,56.1426,563.477,0.549996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.927,0,0,0,0,0,0,0,0,0,0,0,0
10.0728,56.1426,425.355,0.366356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.989,0,0,0,0,0,0,0,0,0,0,0,0
10.0787,56.1426,436.874,0.212944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.661,0,0,0,0,0,0,0,0,0,0,0,0
10.0845,56.1426,798.614,0.173427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777.1,0,0,0,0,21.3402,0,0,0,0,0,0,0
10.0904,56.1426,2567.09,0.128698,26.2352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514.76,0,0,0,0,25.9642,0,0,0,0,0,0,0
10.0963,56.1426,1319.58,0.0934803,24.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272.58,0,0,0,0,22.6098,0,0,0,0,0,0,0
10.1021,56.1426,588.81,0,0,0,0,0,0,65.942,0,0,0,0,20.8727,0,0,0,0,0,0,501.996,0,0,0,0,0,0,0,0,0,0,0,0
10.108,56.1426,1223.29,0,0,0,0,0,0,195.082,0,0,0,0,62.8408,0,0,0,0,0,0,965.368,0,0,0,0,0,0,0,0,0,0,0,0
10.1138,56.1426,6330.37,0,0,0,0,0,0,1285.59,0,0,0,0,406.481,0,0,0,0,0,0,4638.3,0,0,0,0,0,0,0,0,0,0,0,0
10.1197,56.1426,3170.37,0.226601,0,0,0,0,0,540.205,0,0,0,0,140.015,0,0,0,0,0,0,2489.92,0,0,0,0,0,0,0,0,0,0,0,0
10.1256,56.1426,980.439,0.316944,0,0,0,0,0,159.65,0,0,0,0,33.0741,0,0,0,0,0,0,787.398,0,0,0,0,0,0,0,0,0,0,0,0
10.1314,56.1426,496.237,0.438381,0,0,0,0,0,54.5911,0,0,0,0,0,0,0,0,0,0,0,441.207,0,0,0,0,0,0,0,0,0,0,0,0
10.1373,56.1426,997.262,0.567899,0,0,0,0,0,0,0,0,28.9006,0,0,0,0,0,0,0,0,967.794,0,0,0,0,0,0,0,0,0,0,0,0
10.1431,56.1426,3337.01,0.620338,0,0,0,0,0,0,0,0,57.491,0,0,0,0,0,0,211.445,0,3067.45,0,0,0,0,0,0,0,0,0,0,0,0
10.149,56.1426,9277.57,0.594153,0,0,0,0,0,0,0,0,96.1775,0,0,0,0,0,0,390.848,0,8767.67,22.2825,0,0,0,0,0,0,0,0,0,0,0
10.1549,56.1426,5783.46,0.663088,0,0,0,0,0,0,0,0,60.3415,0,0,0,0,0,0,579.055,0,5089.25,54.1473,0,0,0,0,0,0,0,0,0,0,0
10.1607,56.1426,3637.21,0.511067,0,0,0,0,0,0,0,0,34.7746,0,0,0,0,0,0,405.798,0,3031.93,143.41,0,0,0,20.785,0,0,0,0,0,0,0
10.1666,56.1426,10878.7,0.32848,33.6673,0,0,0,0,0,0,0,25.031,0,0,0,0,9.10511,0,186.128,0,10452.2,125.283,0,0,0,46.948,0,0,0,0,0,0,0
10.1724,56.1426,2168.89,0.211232,87.1331,0,0,0,0,0,0,0,18.9698,0,0,0,0,20.0527,0,0,0,1821.48,135.111,0,0,0,85.9351,0,0,0,0,0,0,0
10.1783,56.1426,5197.67,0.141156,471.865,0,0,274.826,0,116.178,0,0,0,0,0,0,0,41.8505,0,0,0,3343.61,635.225,0,0,0,313.977,0,0,0,0,0,0,0
10.1842,56.1426,22656.6,0,2418.57,0,0,1084.8,0,272.157,0,0,0,0,0,0,0,34.4834,0,0,0,15641.5,1206.01,0,0,0,1852.67,0,0,0,0,93.3936,0,52.9704
10.19,56.1426,26450.7,0,383.138,0,0,4023.8,11.4803,845.098,0,0,14.4688,0,0,0,0,36.842,0,0,0,19838.2,260.351,0,0,0,647.171,0,0,0,0,239.214,8.23494,142.717
10.1959,56.1426,12510.7,0,288.558,0,0,743.502,30.3602,1024.06,0,0,33.0759,0,0,0,0,128.338,0,0,0,7262.39,320.482,0,0,69.3228,181.648,0,0,0,0,1365.15,12.774,1051.06
10.2017,56.1426,11090.2,0,2061.81,0,0,315.005,59.1873,845.512,0,10.8206,115.397,148.158,0,0,0,735.999,0,0,0,3184.37,187.333,0,0,101.329,143.749,0,0,0,0,2080.05,11.3689,1090.07
10.2076,56.1426,4359.08,0,448.96,0,0,0,26.0243,443.573,0,10.2468,139.923,139.098,0,0,0,53.6355,0,0,0,2302.95,134.333,0,0,101.206,114.944,0,0,0,0,292.707,6.63161,144.853
10.2135,56.1426,3386.27,0,82.758,0,0,0,14.9822,221.457,0,0,111.288,0,0,0,0,16.7938,0,0,0,2605.36,52.6027,0,0,68.5898,55.2153,0,0,0,0,104.482,0,52.737
10.2193,56.1426,1552.96,0,34.9976,0,0,0,0,105.308,0,0,73.7988,0,0,0,0,0,0,0,0,1338.86,0,0,0,0,0,0,0,0,0,0,0,0
10.2252,56.1426,1300.74,0,0,0,0,0,0,0,0,0,27.047,0,0,0,0,0,0,0,0,1273.69,0,0,0,0,0,0,0,0,0,0,0,0
10.2311,56.1426,1399.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399.99,0,0,0,0,0,0,0,0,0,0,0,0
10.0552,56.1442,602.481,2.10278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.379,0,0,0,0,0,0,0,0,0,0,0,0
10.0611,56.1442,2189.19,1.01024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2188.18,0,0,0,0,0,0,0,0,0,0,0,0
10.067,56.1442,863.863,0.584307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841.898,21.3814,0,0,0,0,0,0,0,0,0,0,0
10.0728,56.1442,492.334,0.381275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470.009,21.9442,0,0,0,0,0,0,0,0,0,0,0
10.0787,56.1442,513.833,0.293638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.54,0,0,0,0,0,0,0,0,0,0,0,0
10.0845,56.1442,1098.66,0.223435,29.9455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037.73,0,0,0,0,30.7521,0,0,0,0,0,0,0
10.0904,56.1442,1566.44,0.154333,39.6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485.29,0,0,0,0,41.3685,0,0,0,0,0,0,0
10.0963,56.1442,989.52,0.106307,35.3528,0,0,0,0,51.4315,0,0,0,0,0,0,0,0,0,0,0,846.948,22.2216,0,0,0,33.4595,0,0,0,0,0,0,0
10.1021,56.1442,553.721,0.0758484,19.9971,0,0,0,0,58.5536,0,0,0,0,18.4559,0,0,0,0,0,0,410.953,25.364,0,0,0,20.3221,0,0,0,0,0,0,0
10.108,56.1442,873.814,0,0,0,0,0,0,142.045,0,0,0,0,45.0749,0,0,0,0,0,0,666.062,20.632,0,0,0,0,0,0,0,0,0,0,0
10.1138,56.1442,1999.26,0,0,0,0,0,0,368.617,0,0,0,0,114.409,0,0,0,0,0,0,1516.24,0,0,0,0,0,0,0,0,0,0,0,0
10.1197,56.1442,1591.18,0.200411,0,0,0,0,0,285.504,0,0,0,0,74.5372,0,0,0,0,0,0,1230.94,0,0,0,0,0,0,0,0,0,0,0,0
10.1256,56.1442,712.57,0.26796,0,0,0,0,0,123.986,0,0,0,0,27.3543,0,0,0,0,0,0,560.962,0,0,0,0,0,0,0,0,0,0,0,0
10.1314,56.1442,460.274,0.349904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.925,0,0,0,0,0,0,0,0,0,0,0,0
10.1373,56.1442,1482.21,0.427771,0,0,0,0,0,0,0,0,23.9917,0,0,0,0,0,0,0,0,1457.79,0,0,0,0,0,0,0,0,0,0,0,0
10.1431,56.1442,3206.74,0.45686,0,0,0,0,0,0,0,0,76.2805,0,0,0,0,0,0,78.1521,0,3051.85,0,0,0,0,0,0,0,0,0,0,0,0
10.149,56.1442,5450.97,0.415583,0,0,0,0,0,0,0,0,337.171,0,0,0,0,0,0,258.237,0,4830.12,25.0207,0,0,0,0,0,0,0,0,0,0,0
10.1549,56.1442,13830.5,0.443583,0,0,0,0,0,47.8114,0,0,95.3075,0,0,0,0,0,0,327.361,0,13285.9,73.7575,0,0,0,0,0,0,0,0,0,0,0
10.1607,56.1442,8158.76,0.369967,0,0,0,0,0,0,0,0,49.6608,0,0,0,0,0,0,264.792,0,7317.13,497.549,0,0,0,29.2573,0,0,0,0,0,0,0
10.1666,56.1442,23463.8,0.263815,16.8197,0,0,138.234,0,0,0,0,42.9464,0,0,0,0,7.33979,0,79.7091,0,22912.5,222.798,0,0,0,43.2027,0,0,0,0,0,0,0
10.1724,56.1442,2476.55,0.182473,81.3305,0,0,180.037,8.55235,0,0,0,27.7398,0,0,0,0,17.7527,0,0,0,1973.41,108.874,0,0,0,78.6721,0,0,0,0,0,0,0
10.1783,56.1442,7592.8,0.127707,892.865,0,0,332.828,8.87089,138.931,0,0,14.7161,0,0,0,0,27.3714,0,0,0,5785.47,214.494,0,0,0,177.127,0,0,0,0,0,0,0
10.1842,56.1442,14106.9,0,2518.37,0,0,611.158,0,289.844,0,0,0,0,0,0,0,31.672,0,0,0,9388.01,286.34,0,0,0,833.399,0,0,0,0,95.0068,0,53.0871
10.19,56.1442,22452,0,539.338,0,0,1165.56,13.6603,532.975,4.05681,0,0,0,0,0,0,54.6015,0,0,0,18715.4,493.786,0,0,0,533.128,0,0,0,0,250.075,5.8288,143.557
10.1959,56.1442,27449.8,0,1708.06,0,0,686.579,22.5623,1934.7,4.61992,11.9009,39.6573,165.103,0,0,0,164.373,0,0,0,18209.7,1063.07,0,0,95.8038,415.227,0,0,0,0,1814.51,15.9251,1098.08
10.2017,56.1442,16708.8,0,1860.79,0,0,446.388,25.7347,1378.98,0,24.1178,77.902,226.959,0,0,0,931.818,0,0,0,6322.43,448.165,0,0,170.017,298.593,0,0,0,0,3340.43,15.7382,1140.73
10.2076,56.1442,4949.22,0,761.663,0,0,168.265,22.4014,407.956,0,23.0342,93.3883,206.368,0,0,0,58.0156,0,0,0,2088.18,274.26,0,0,169.672,211.573,0,0,0,0,309.132,9.59058,145.718
10.2135,56.1442,13579.8,0,103.387,0,0,0,17.0608,308.966,0,15.7182,74.6183,134.73,0,0,0,16.9856,0,0,0,12494.2,77.4419,0,0,94.4094,77.7741,0,0,0,0,106.505,5.20256,52.8527
10.2193,56.1442,1779.7,0,44.6345,0,0,0,9.976,98.1796,0,0,55.8405,0,0,0,0,0,0,0,0,1532.75,19.0431,0,0,0,19.2838,0,0,0,0,0,0,0
10.2311,56.1442,1520.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520.89,0,0,0,0,0,0,0,0,0,0,0,0
10.0552,56.1457,989.333,2.38027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.7148,0,896.237,0,0,0,0,0,0,0,0,0,0,0,0
10.0611,56.1457,11886.2,1.0702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11864.2,20.967,0,0,0,0,0,0,0,0,0,0,0
10.067,56.1457,1165.41,0.603887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133.32,31.4852,0,0,0,0,0,0,0,0,0,0,0
10.0728,56.1457,702.286,0.450159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669.115,32.7208,0,0,0,0,0,0,0,0,0,0,0
10.0787,56.1457,795.999,0.417634,12.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737.353,22.6991,0,0,0,22.7247,0,0,0,0,0,0,0
10.0845,56.1457,1970.25,0.288649,42.1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1882.54,0,0,0,0,45.2518,0,0,0,0,0,0,0
10.0904,56.1457,3227.86,0.182874,64.1722,0,0,0,0,65.8747,0,0,0,0,0,0,0,0,0,0,0,3005.45,19.4794,0,0,0,72.7073,0,0,0,0,0,0,0
10.0963,56.1457,1017.27,0.119114,53.8824,0,0,0,0,75.395,0,0,0,0,0,0,0,0,0,0,0,791.762,32.3081,0,0,0,63.8004,0,0,0,0,0,0,0
10.1021,56.1457,581.139,0.082151,31.9775,0,0,0,0,89.2899,0,0,0,0,15.6148,0,0,0,0,0,0,367.438,39.4057,0,0,0,37.3306,0,0,0,0,0,0,0
10.108,56.1457,639.363,0,0,0,0,0,0,99.4272,0,0,0,0,31.2059,0,0,0,0,0,0,479.676,29.0536,0,0,0,0,0,0,0,0,0,0,0
10.1138,56.1457,1069.68,0,0,0,0,0,0,174.501,0,0,0,0,53.7455,0,0,0,0,0,0,817.518,0,0,0,0,23.9197,0,0,0,0,0,0,0
10.1197,56.1457,1104.99,0,0,0,0,0,0,143.566,0,0,0,0,42.9628,0,0,0,0,0,0,894.601,0,0,0,0,23.8545,0,0,0,0,0,0,0
10.1256,56.1457,683.167,0.229746,20.9688,0,0,0,0,72.0212,0,0,0,0,21.543,0,0,0,0,0,0,568.404,0,0,0,0,0,0,0,0,0,0,0,0
10.1314,56.1457,615.175,0.287464,13.2204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.508,0,0,0,59.7172,21.4425,0,0,0,0,0,0,0
10.1373,56.1457,2384.25,0.33801,0,0,0,0,0,0,0,0,25.7605,0,0,0,0,0,0,0,0,2274.96,0,0,0,60.9134,22.2826,0,0,0,0,0,0,0
10.1431,56.1457,7577.19,0.355915,0,0,0,0,0,0,0,0,97.5732,0,0,0,0,0,0,0,0,7459.14,0,0,0,0,20.122,0,0,0,0,0,0,0
10.149,56.1457,3631.27,0.330354,0,0,0,0,0,53.4367,0,0,1400,0,0,0,0,0,0,93.0824,0,2037.44,25.9359,0,0,0,21.0426,0,0,0,0,0,0,0
10.1549,56.1457,4574.94,0.323522,0,0,0,0,0,68.9734,0,0,124.97,0,0,0,0,0,0,192.651,0,4085.17,82.313,0,0,0,20.5369,0,0,0,0,0,0,0
10.1607,56.1457,9964.48,0.282522,0,0,0,0,0,62.9186,0,9.18147,73.1414,0,0,0,0,0,0,140.886,0,8090.81,1545.84,0,0,0,41.4177,0,0,0,0,0,0,0
10.1666,56.1457,16383.2,0.216119,15.9604,0,0,189,8.30313,48.215,0,0,84.9801,0,0,0,0,7.2767,0,0,0,15647,306.02,0,0,0,76.2667,0,0,0,0,0,0,0
10.1724,56.1457,2624.13,0.158309,74.7265,0,0,276.904,12.6395,56.378,0,0,40.7641,0,0,0,0,16.5504,0,0,0,1959.19,92.3586,0,0,0,94.4627,0,0,0,0,0,0,0
10.1783,56.1457,7330.4,0.115383,352.521,0,0,364.797,13.3479,182.937,0,0,17.72,0,0,0,0,23.2821,0,0,0,6138.43,117.786,0,0,0,119.461,0,0,0,0,0,0,0
10.1842,56.1457,14311,0,2799.45,0,0,514.474,14.0003,411.478,0,0,0,0,0,0,0,41.4197,0,0,0,9917.21,165.11,0,0,0,307.637,0,0,0,0,90.5158,0,49.7395
10.19,56.1457,11454.4,0,439.126,0,0,732.099,15.1333,1066.74,8.41709,0,16.1673,0,0,0,0,109.323,0,0,0,6650.06,1522.31,0,0,58.8588,479.022,0,0,0,0,221.175,14.4999,121.446
10.1959,56.1457,17931.4,0,2565.39,0,0,874.418,20.7436,1155.87,9.84846,23.7789,44.4111,231.498,0,0,0,115.991,0,0,0,9007.94,885.733,0,0,129.725,1454.93,0,0,0,0,931.319,20.887,458.892
10.2017,56.1457,14231.6,0,2523,0,0,649.057,24.1625,907.27,7.95022,42.4015,86.5868,374.669,0,0,0,222.153,0,0,0,5258.24,1311,0,0,317.204,803.217,0,0,0,0,1216.54,21.9989,466.176
10.2076,56.1457,11441.3,0,1052.47,0,0,301.201,23.428,735.589,0,39.42,133.134,321.685,0,0,0,48.2443,0,0,0,7183.12,470.049,0,0,316.005,409.399,0,0,0,0,266.142,18.4125,122.989
10.2135,56.1457,14750.2,0,170.34,0,0,0,19.661,549.732,0,20.8533,90.0767,175.898,0,0,0,20.507,0,0,0,13226.6,92.6061,0,0,127.182,99.1882,0,0,0,0,100.893,7.16445,49.5337
10.2193,56.1457,1976.37,0,55.5242,0,0,0,14.7408,125.318,0,0,51.3543,0,0,0,0,8.85256,0,0,0,1609.58,19.8555,0,0,58.6537,32.4915,0,0,0,0,0,0,0
10.2311,56.1457,4573.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4573.61,0,0,0,0,0,0,0,0,0,0,0,0
10.0552,56.1472,1207.77,2.4519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.932,0,996.387,0,0,0,0,0,0,0,0,0,0,0,0
10.0611,56.1472,11244.3,1.08447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11215.3,27.9519,0,0,0,0,0,0,0,0,0,0,0
10.067,56.1472,1268.95,0.608414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217.95,50.3947,0,0,0,0,0,0,0,0,0,0,0
10.0728,56.1472,1236.29,0.712933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181.94,53.6362,0,0,0,0,0,0,0,0,0,0,0
10.0787,56.1472,1245.53,0.634659,23.8081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162.58,31.1171,0,0,0,27.3875,0,0,0,0,0,0,0
10.0845,56.1472,3433.22,0.377989,61.0798,0,0,0,0,56.2315,0,0,0,0,0,0,0,0,0,0,0,3247.07,0,0,0,0,68.4585,0,0,0,0,0,0,0
10.0904,56.1472,9184.83,0.215084,120.914,0,0,0,0,98.1911,0,0,0,0,0,0,0,0,0,0,0,8767.14,24.7664,0,0,0,173.598,0,0,0,0,0,0,0
10.0963,56.1472,1289.12,0.13199,90.3018,0,0,0,0,120.956,0,0,0,0,0,0,0,0,0,0,0,926.06,50.0154,0,0,0,101.654,0,0,0,0,0,0,0
10.1021,56.1472,724.687,0.0880783,42.1672,0,0,0,0,83.8777,0,0,0,0,0,0,0,0,0,0,0,480.917,69.3524,0,0,0,48.2851,0,0,0,0,0,0,0
10.108,56.1472,697.187,0,0,0,0,0,0,98.641,0,0,0,0,21.8553,0,0,0,0,0,0,509.99,42.6242,0,0,0,24.0769,0,0,0,0,0,0,0
10.1138,56.1472,968.011,0,0,0,0,0,0,100.682,0,0,0,0,30.9407,0,0,0,0,0,0,779.241,21.3618,0,0,0,35.7853,0,0,0,0,0,0,0
10.1197,56.1472,1604.87,0,22.2461,0,0,0,0,89.5498,0,0,0,0,27.0374,0,0,0,0,0,0,1430.39,0,0,0,0,35.6396,0,0,0,0,0,0,0
10.1256,56.1472,992.301,0.197987,30.5724,0,0,0,0,55.2912,0,0,0,0,16.6312,0,0,0,0,0,0,792.69,0,0,0,60.4675,36.4499,0,0,0,0,0,0,0
10.1314,56.1472,831.53,0.239411,29.2561,0,0,0,0,50.5575,0,0,0,0,0,0,0,8.54122,0,0,0,592.129,19.4723,0,0,85.8553,45.4799,0,0,0,0,0,0,0
10.1373,56.1472,2339.86,0.273468,13.161,0,0,0,0,80.4445,0,0,25.0429,0,0,0,0,8.74574,0,0,0,2049.66,19.0831,0,0,88.3496,55.1012,0,0,0,0,0,0,0
10.1431,56.1472,5239.32,0.285071,0,0,0,0,0,0,0,0,88.0114,0,0,0,0,0,0,0,0,5043.54,0,0,0,64.2572,43.2253,0,0,0,0,0,0,0
10.149,56.1472,2283.71,0.268435,0,0,0,0,0,74.1828,0,0,820.14,0,0,0,0,0,0,0,0,1333.46,24.8524,0,0,0,30.8153,0,0,0,0,0,0,0
10.1549,56.1472,1995.8,0.246296,0,0,0,0,0,107.933,0,12.4361,115.988,0,0,0,0,0,0,77.2865,0,1550.48,93.7008,0,0,0,37.7281,0,0,0,0,0,0,0
10.1607,56.1472,4717.5,0.221793,0,0,0,132.951,0,131.963,0,13.2318,114.598,0,0,0,0,0,0,0,0,3783.59,462.062,0,0,0,78.8812,0,0,0,0,0,0,0
10.1666,56.1472,16683.4,0.178692,14.1858,0,0,264.838,11.0408,103.928,0,9.99205,236.723,150.35,0,0,0,9.46209,0,0,0,15459,233.903,0,0,0,189.877,0,0,0,0,0,0,0
10.1724,56.1472,3893.46,0.137253,62.0246,0,0,477.029,20.3025,100.485,0,0,58.8659,145.774,0,0,0,16.899,0,0,0,2769.64,100.866,0,0,0,141.437,0,0,0,0,0,0,0
10.1783,56.1472,13825.2,0,192.891,0,0,498.977,22.1942,265.389,0,0,20.4546,0,0,0,0,33.7343,0,0,0,12622.7,78.7274,0,0,0,90.1402,0,0,0,0,0,0,0
10.1842,56.1472,15719.2,0,1091.94,0,0,452.34,19.2472,688.718,7.22372,9.73029,15.0927,0,0,0,0,56.1509,0,0,0,13030.7,133.297,0,0,0,161.205,0,0,0,0,0,9.39962,44.1753
10.19,56.1472,24081.6,0,1579.74,0,0,699.058,16.882,4911.61,12.3261,10.3921,23.4238,146.511,0,0,0,571.871,0,0,0,14179.9,1065.04,0,0,65.6332,481.508,0,0,0,0,175.004,20.5916,122.102
10.1959,56.1472,25781.6,0,2799.45,0,0,1755.99,24.6846,651.405,15.7185,36.8364,57.7677,330.284,0,0,0,95.1993,0,0,0,15902.9,400.118,0,0,167.916,2856.1,0,0,0,0,441.164,33.8224,212.216
10.2017,56.1472,16013.9,0,2799.45,0,0,1140.69,23.5647,490.439,11.3727,77.5252,133.674,726.171,0,0,0,85.2411,0,0,0,4451.83,2154.52,0,0,714.557,2458.52,0,0,0,0,496.278,36.3093,213.761
10.2076,56.1472,23437.4,0,2543.88,0,0,513.962,30.2818,1767.28,4.40485,67.3017,311.992,633.755,0,0,0,40.7234,0,0,0,15468.7,429.778,0,0,708.502,592.527,0,0,0,0,202.009,28.5166,93.777
10.2135,56.1472,10159.9,0,284.14,0,0,320.868,37.8654,1019.07,0,31.3505,148.944,227.632,0,0,0,23.053,0,0,0,7541.01,99.2188,0,0,163.679,113.892,0,0,0,0,90.0562,15.118,44.0129
10.2193,56.1472,2064.8,0,64.5715,0,0,131.763,23.0493,143.724,0,0,66.3023,0,0,0,0,13.4099,0,0,0,1474.73,34.1389,0,0,65.3783,42.4182,0,0,0,0,0,5.3144,0
10.2311,56.1472,11954.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11954.4,0,0,0,0,0,0,0,0,0,0,0,0
10.0552,56.1487,1231.64,2.27925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.121,0,931.238,0,0,0,0,0,0,0,0,0,0,0,0
