,longitude,latitude,status_3_ratio_mean
87,12.560633,55.712559,0.10569105691056911
88,12.362379,55.73557,0.16408893185113582
89,10.808783,55.308471,0.4254730041532072
90,8.836123,56.781975,0.00922722029988466
91,10.031144,56.470719,0.0639089007669068
92,11.89693,54.899885,0.17832500594813228
93,11.120159,55.347721,0.2463878832165277
94,10.055847,55.413935,0.04935043976438312
95,8.445434,55.465691,0.2560296846011132
96,9.006889,56.135327,0.18870580360658318
97,10.103635,56.182788,0.49491211840888066
98,9.406735,56.451983,0.2847766006448641
99,11.918018,54.898954,0.05793170259142649
100,10.840271,55.297279,0.2362627197039778
101,9.558184,56.186153,0.07128253518911692
102,9.004974,56.039672,0.04067967177581669
103,9.464464,55.526407,0.09335186472087098
104,12.45775,55.678306,0.1248535270681978
105,12.16242,55.488631,0.049208587995611966
106,12.362379,55.73557,0.2002845399936769
107,12.496199,55.889536,0.09646045918367346
108,8.854387,54.939782,0.28444084278768234
109,11.959194,55.080664,0.09418282548476455
110,8.887612,57.048153,0.10399815114397966
111,11.353155,55.390728,0.24324639031206335
112,12.52594,55.687109,0.2667824074074074
113,11.900309,55.708399,0.06106338518690504
114,10.648394,55.501504,0.002319647413593134
115,12.097662,55.640589,0.11072042506641662
116,9.378711,54.939946,0.14994054696789536
117,12.173989,55.778935,0.072341092562113
118,11.361842,55.38791,0.28324434713815244
119,9.360839,55.068158,0.2749791468064824
120,9.667926,55.786395,0.44841482274565786
121,11.60721,55.45523,0.07828106852497096
122,10.125218,56.181548,0.1606936416184971
123,12.573211,55.668475,0.0784608273630691
124,9.351111,54.83204,0.3277777777777778
125,12.620347,55.654635,0.48792102206736354
126,11.091186,55.678653,0.19141991140125902
127,12.335245,55.658104,0.20243264049268667
128,9.549193,54.891053,0.03842257033746395
129,10.185179,56.126907,0.04836464857341684
130,12.58673,56.025982,0.093841642228739
131,11.47722,54.7791,0.11402649085293419
132,9.695102,56.784101,0.2199040767386091
133,8.583807,56.486855,0.07036520120958363
134,8.325843,55.613885,0.049498456790123456
135,11.72707,55.697788,0.04341176470588235
136,8.417567,56.751527,0.03700234192037471
137,12.288385,55.647029,0.08007229294358006
138,12.449674,55.720242,0.14387498031806015
139,12.613162,56.039396,0.07024734982332155
140,12.3517,55.616571,0.1067358327438497
141,8.591714,56.493334,0.18222355329273568
142,12.560925,55.677906,0.1655560661764706
143,11.59646,55.45536,0.07547096372411646
144,10.06587,56.17521,0.04154165705054235
145,8.493108,55.478315,0.04687621265036864
146,9.759053,55.496577,0.23545496858273213
147,9.767765,55.509767,0.26576576576576577
148,8.242567,56.092085,0.4221198156682028
149,9.793496,54.913956,0.4810860988628452
150,12.497602,55.883202,0.10828201484288646
151,9.391854,56.450115,0.058
152,12.496199,55.889536,0.10416666666666667
153,9.551111,56.168303,0.3957175925925926
154,10.805103,55.309564,0.10211976267022138
155,11.803835,55.435564,0.021354616048317517
156,9.978565,56.068623,0.12586641461877757
157,8.965468,56.137094,0.04558686539357243
158,9.36722,55.065492,0.02624031007751938
159,8.548019,55.521225,0.21370225494707779
160,12.476643,55.733887,0.22894202219096732
161,12.541627,55.647185,0.26729360939887253
162,11.789021,55.453194,0.4576388888888889
163,9.481963,55.255631,0.3981119042136772
164,10.656291,55.46024,0.05078849721706864
165,10.237237,56.23066,0.061963332559758645
166,10.076191,56.412393,0.18932714617169374
167,8.481117,57.043306,0.09173277337066417
168,9.99036,57.2485,0.018548574078367727
169,9.547091,55.663749,0.35422491456974214
170,11.98752,54.94839,0.07673611111111112
171,9.76432,56.147603,0.03461449409585552
172,10.064056,56.466197,0.01883148237566393
173,9.910397,55.26112,0.031041069723018146
174,12.066931,55.635438,0.038664024908010186
175,12.274821,55.643012,0.216984505363528
176,9.690891,56.783309,0.25396848989298454
177,10.00619,56.151623,0.10832160175191614
178,11.352533,55.391936,0.05874151309408342
179,11.717588,55.714602,0.4937640405918351
180,8.770313,55.333163,0.20281264528126453
181,8.435814,55.472953,0.06589422243241112
182,9.483662,55.360752,0.05215366705471478
183,8.23264,56.781686,0.07954438703616722
184,9.275754,55.457475,0.11914744933612859
185,10.06316,56.264016,0.01556352696135154
186,8.434331,55.471802,0.14121962402567628
187,11.515257,54.776469,0.07477937761263354
188,10.356639,55.394356,0.10374911577458147
189,9.74208,56.84363,0.07162027451882524
190,12.5173,55.7697,0.17012927054478302
191,9.32942,54.82622,0.058640552995391705
192,12.415833,55.725944,0.17746083703530513
193,9.56305,55.64044,0.12193428968070338
194,12.478455,55.711175,0.27071229374854755
195,9.993931,57.455262,0.43928901200369347
196,9.58365,55.723784,0.5573961735884274
197,11.574277,55.84925,0.047289083394116214
198,9.897226,56.541577,0.1513846869909239
199,12.591061,55.70217,0.09638156809710724
200,12.084084,55.642029,0.13334777710373516
201,9.468341,55.360083,0.047887160436498724
202,8.692057,56.954006,0.04939562993956299
203,11.957143,55.169362,0.01442282339292306
204,10.073908,56.412811,0.08787099789670484
205,8.967349,56.15669,0.07454419570736211
206,9.646648,55.794465,0.067988324008757
207,12.4744,55.661315,0.23219741480611045
208,12.257683,55.584921,0.16703920789456256
209,9.55807,55.64211,0.10384407980895154
210,12.291381,55.929234,0.4414471071097577
211,8.493445,55.610463,0.024958794443136333
212,8.221635,56.700175,0.03205719557195572
213,11.873621,54.767519,0.3933906044423806
214,12.575313,55.626754,0.5364607524384579
215,10.426722,55.386511,0.36820122924648785
216,10.124751,56.181601,0.07474102625873283
217,12.451551,55.685449,0.058684901869881005
218,12.480904,55.797243,0.10703327826292187
219,10.02423,57.099975,0.06413825098585015
220,9.335971,55.073156,0.12851172509867656
221,10.158087,57.154299,0.09457579972183588
222,10.18904,55.39329,0.08948467966573816
223,9.794386,56.391501,0.013325608342989572
224,8.859013,56.031235,0.028860204578665366
225,11.29599,55.48796,0.024890527771375893
226,10.804939,55.309395,0.19800339192106073
227,10.376846,55.39434,0.3508731262556019
228,11.855202,54.758914,0.2850089417619159
229,12.474888,55.906489,0.43501972615456025
230,11.98818,54.948674,0.2159463831754102
231,12.346768,55.86916,0.06676836423374795
232,12.097063,55.626112,0.04055825429871231
233,9.786466,55.886381,0.06798194412016498
234,10.608458,55.060149,0.06451612903225806
235,12.157368,55.486708,0.36626956318617143
236,11.83078,55.639719,0.04326357865036445
237,12.659088,55.595629,0.3280453913849004
238,11.651887,55.700608,0.06759581881533101
239,8.829697,56.787214,0.09944734965533635
240,8.589284,55.524597,0.04767666989351404
241,10.046712,56.326678,0.01566868592730662
242,9.968678,57.088541,0.33671131987937836
243,9.694855,56.783046,0.11563505138463952
244,8.696964,56.955035,0.1251728907330567
245,9.464075,55.52614,0.09210935073004038
246,10.061784,56.430273,0.2603798065581505
247,12.487266,55.937623,0.06806853582554517
248,12.524161,55.833041,0.0978513356562137
249,8.310629,56.55181,0.16547012505789718
250,10.14949,55.975025,0.40032414910858993
251,9.93137,56.032527,0.34695992630124367
252,12.198053,55.649424,0.2720876585928489
253,11.871619,54.899064,0.035979572887650885
254,12.549548,55.70255,0.06802325581395349
255,10.419778,55.352714,0.2904972265586076
256,10.510433,57.389315,0.07149834241060857
257,11.141775,54.82984,0.1881211000693321
258,10.789783,55.31711,0.20747986191024165
259,12.404039,55.966992,0.26690680920288173
260,10.420607,55.354133,0.06196591751049642
261,9.474084,55.488446,0.2816705336426914
262,10.252163,56.149999,0.2809236481782316
263,9.999327,56.449459,0.13516968851696884
264,11.464672,55.722734,0.3188238018059736
265,9.805633,54.929495,0.2778035217794254
266,12.230918,55.560067,0.18279694373697616
267,9.12968,55.13012,0.010854503464203233
268,9.578401,56.185779,0.016406795438678148
269,11.578983,55.854067,0.2661178107606679
270,10.145462,56.103765,0.09705441048724629
271,9.694346,56.782908,0.15816962893670095
272,12.00039,54.99729,0.09873398178168905
273,11.830555,55.64006,0.19295481569560047
274,10.608146,55.059204,0.10044711686709835
275,12.161393,55.489341,0.5121426911457123
276,12.521009,55.775075,0.11819968553459119
277,10.136087,56.153496,0.40498839907192574
278,9.721277,55.567308,0.3894297635605007
279,9.376607,55.216359,0.22016129032258064
280,12.380832,55.651352,0.36509216589861754
281,9.54478,55.708968,0.4308212337712222
282,9.904365,57.022229,0.042159820530672236
283,10.049898,56.439266,0.03761615204401274
284,11.362686,55.387655,0.07912338684293357
285,9.366183,55.065279,0.10952493314456503
286,11.786234,55.453298,0.1479944674965422
287,12.624391,55.627132,0.19314154680008339
288,8.444136,55.465674,0.2107831468697929
289,12.531883,55.70593,0.17783025055752327
290,9.867087,56.255411,0.017081106204973273
291,9.507178,56.797596,0.06843849742204763
292,10.412341,57.592543,0.03851492019430951
293,12.605793,55.668659,0.25109803921568624
294,9.394074,56.456639,0.05366512345679012
295,12.460007,55.645646,0.1417427256416257
296,10.025751,56.48239,0.37294417419504283
297,12.557008,55.698081,0.26600415992604576
298,12.556573,55.745197,0.2051764705882353
299,12.504799,55.772665,0.4455932743644912
300,12.568733,56.02034,0.03312241231153815
301,11.799468,55.274248,0.036673928830791576
302,11.859938,55.592095,0.015628617735586943
303,12.519621,55.782198,0.35610431571659357
304,9.908146,57.033893,0.06443831840110269
305,12.53512,55.663867,0.23067970204841715
306,12.601339,56.030333,0.16042990507570407
307,10.253922,55.09326,0.11073980179764922
308,9.716938,55.534483,0.3149349361263192
309,12.476933,55.877056,0.0595705379819903
310,9.39401,55.51196,0.047530721075817295
311,9.941859,57.221955,0.04694780987884436
312,11.790111,55.254194,0.022078122587617724
313,8.23574,56.094496,0.057256700494405406
314,9.000103,56.038029,0.04580829095392202
315,12.559046,55.67612,0.5121247381894345
316,8.978481,56.108643,0.06343959071231797
317,8.692122,56.951909,0.22706209453197404
318,12.540379,55.711324,0.46613314776154025
319,9.93138,57.039356,0.05741003787878788
320,12.214594,55.534488,0.13364961814394816
321,9.374512,54.936887,0.07028716998610468
322,9.487717,55.845299,0.06254856254856254
323,12.472608,55.727117,0.1604995374653099
324,8.298722,56.196524,0.027036770007209804
325,9.127637,55.73369,0.04469016355678415
326,10.29953,56.23427,0.2813877929914133
327,8.764603,55.330435,0.027578947368421054
328,8.969948,56.134818,0.3200668337510443
329,12.38663,55.732861,0.7597597597597597
330,12.082179,55.637265,0.3339916356877323
331,9.371837,55.215624,0.21747639880267097
332,12.307504,55.656087,0.11672597864768683
333,10.60415,55.058723,0.08691301000769823
334,12.229786,55.561581,0.20568523226253754
335,12.28545,55.66017,0.2131718829263989
336,10.161239,57.152389,0.026005547850208043
337,12.2314,55.56066,0.06656668204891555
338,9.173014,56.122406,0.25202710700757575
339,12.21714,55.53418,0.20785413744740533
340,11.908791,55.012248,0.35852981969486825
341,12.400076,55.643301,0.08699527241726729
342,9.563237,56.186782,0.02689922480620155
343,12.297531,55.582639,0.0511194614059809
344,9.966007,57.592115,0.025396085740913326
345,8.60822,57.115455,0.03372923459090204
346,8.302795,56.549673,0.017892338014289234
347,8.213788,56.70528,0.29699004975124377
348,9.845626,55.487669,0.1847466960352423
349,9.241929,56.964766,0.008145741471339058
350,11.789028,55.450806,0.039856746765249536
351,9.766954,56.149722,0.03779271968467424
352,9.3663,55.06505,0.21962152939351634
353,9.764768,55.51131,0.31755903024559745
354,12.524618,55.708884,0.17488945776122877
355,9.948698,57.265867,0.2988865692414753
356,10.240557,55.101888,0.11019204072188801
357,8.37408,56.950043,0.07613663133097762
358,9.535372,56.739888,0.014206514206514207
359,9.879316,57.004812,0.4305523457360758
360,8.495552,55.146434,0.08296485920409588
361,9.993176,57.018276,0.262421639192013
362,10.196563,56.172876,0.0666705148926345
363,9.10298,55.735229,0.10991012873451543
364,10.678898,56.20273,0.29930555555555555
365,11.78572,55.252667,0.44063079777365494
366,12.439682,55.728455,0.4442374854481956
367,10.00196,56.448947,0.1316461574181565
368,10.433246,55.378059,0.37230840472331556
369,12.389059,55.731753,0.2577469711090401
370,9.660601,56.177815,0.05993203583565029
371,10.522992,57.417747,0.04027001862197393
372,9.958504,57.587952,0.057674199623352164
373,12.371355,55.818009,0.09394572025052192
374,12.574793,55.736896,0.16905974988420566
375,9.978392,56.068124,0.19555244537749786
376,12.376678,55.812687,0.16401384083044981
377,11.850467,55.962127,0.1486204498029214
378,8.606704,56.480421,0.14805375347544023
379,9.89515,55.46893,0.03771225866480577
380,12.586647,55.666096,0.19116616031783126
381,10.357036,55.367895,0.07750747913714374
382,10.348554,55.394824,0.1779048063462436
383,9.40002,55.51409,0.0426070935052971
384,9.93721,57.2226,0.036441462285978714
385,12.22931,55.56086,0.05680500811500116
386,9.718525,55.535763,0.30623476538695915
387,9.717684,55.536776,0.25703763689649856
388,10.04226,57.455813,0.10025674159213792
389,9.934661,57.036654,0.2669902912621359
390,12.622625,55.669914,0.4012158054711246
391,12.215369,55.54566,0.03835764451647758
392,12.560574,55.712953,0.3244675925925926
393,9.457325,55.507425,0.12027005809389228
394,8.620159,56.361676,0.10558128387856232
395,9.350055,56.131292,0.13556147667593452
396,10.506181,56.381011,0.04345714979363923
397,12.000319,54.998079,0.05944363103953148
398,11.139881,55.330264,0.2347009735744089
399,12.173246,55.446462,0.02513635285748162
