,longitude,latitude
239,10.2469578,56.1950723
240,10.1882865,57.5847733
241,12.3739968,55.7834049
242,12.3757002,55.7830889
243,8.2409263,56.0908549
244,12.587007,55.6837826
245,11.7839024,55.2537962
246,8.1265979,56.0002605
247,10.2372788,56.229798
248,12.3816214,55.8142304
249,12.3785727,55.8146075
250,12.3786371,55.8139233
251,10.2794043,57.6160685
252,12.2951336,55.5818686
253,10.725448,56.4786837
254,10.0398092,56.4593472
255,12.581941,55.68253
256,11.7525856,55.9420989
257,10.1163653,56.1690155
258,12.5599965,55.6668998
259,10.2165946,56.1957945
260,12.5675188,55.7319186
261,12.4861399,55.6727991
262,12.3779337,55.7508608
263,12.2705855,55.6476493
264,12.3004898,55.6528313
265,8.7791035,56.4811819
266,9.386944,56.4303312
267,10.0479404,55.3797174
268,10.7155356,54.9357898
269,10.1703208,55.1092089
270,11.9604531,55.3287883
271,11.9610815,55.3289431
272,12.200524,55.6495056
273,11.354073,55.4065745
274,12.3161927,56.1195073
275,10.0665449,56.4307771
276,12.5733752,56.020788
277,12.5710951,56.0198902
278,12.5716423,56.020301
279,11.8511638,55.9620579
280,12.5036091,55.6610435
281,12.5120967,55.6640971
282,11.5015364,55.8116735
283,11.4993516,55.8122994
284,9.4075359,56.4519735
285,12.5784641,55.7258374
286,12.5799323,55.725973
287,12.5745546,55.7360784
288,11.2951215,55.2529473
289,12.545982,55.696374
290,10.2052107,56.0588112
291,12.620367,55.661127
292,12.2544277,55.5579091
293,8.6463098,56.3472545
294,12.5039808,55.9350348
295,8.7307226,56.6006896
296,12.5312162,55.7028387
297,12.5315917,55.7026739
298,12.552929,55.699869
299,9.5019286,55.4842501
300,11.5060845,54.774395
301,11.4926551,54.7761002
302,12.5629626,55.6821757
303,12.5578023,55.6888362
304,12.555998,55.6895156
305,12.5383679,55.6918594
306,12.5613264,55.6878113
307,9.5012513,56.6158638
308,8.4354668,55.4735877
309,9.6432747,55.2511222
310,8.4500574,55.5077851
311,12.0536229,55.6344305
312,12.0530663,55.6346106
313,12.0703474,55.6342704
314,8.6201405,56.3618775
315,12.0162396,55.6333957
316,10.202579,56.1535184
317,9.8373193,56.8923314
318,10.5884964,55.0637124
319,12.6184643,55.637207
320,12.4540911,55.6271683
321,11.1372832,54.8290196
322,11.1416096,54.8306075
323,12.4708129,55.8106016
324,12.1982963,55.6493295
325,12.131603,55.6485979
326,12.5534689,55.673905
327,12.5400729,56.0750268
328,12.4394536,55.7576976
329,12.4383971,55.6676726
330,10.4802484,55.2374881
331,14.7299981,55.0931008
332,10.4799879,55.2360844
333,10.3070527,56.9981272
334,12.4302425,55.6584626
335,10.5112766,57.3551863
336,12.4002975,55.665515
337,8.311792,56.5508393
338,10.5833544,55.3096444
339,8.4848234,55.4951392
340,10.5908408,57.7229127
341,12.3168207,55.594604
342,10.3387089,55.4094884
343,9.5938255,56.3064689
344,9.4360009,55.6728233
345,9.5296827,55.7053275
346,10.5848787,56.2848025
347,12.4113099,55.6693279
348,9.8789756,55.9734686
349,9.6974561,57.272935
350,8.2694311,56.0861517
351,9.2670655,57.0871793
352,10.7045305,55.1532405
353,9.755587,55.5679261
354,9.6982084,56.0752302
355,11.59873,55.9092982
356,12.530991,55.9639522
357,12.4821596,55.6916158
358,12.3910356,55.6657373
359,8.4662312,55.4710236
360,12.5676544,55.6842272
361,12.6069427,55.6611129
362,8.4043808,55.4969612
363,12.5796061,55.6972519
364,12.5537181,55.6988848
365,12.5534905,55.6986877
366,9.9049217,57.0532844
367,12.560002,55.7136668
368,12.5619689,55.6773937
369,10.2165881,56.1732457
370,9.6101747,55.719019
371,12.1834632,55.6600681
372,12.5460476,55.9947305
373,12.54553,55.9952645
374,12.5464097,55.9953755
375,11.2249545,55.5400043
376,11.2261074,55.5394922
377,12.5322076,55.9588232
378,10.8783272,56.4146885
379,10.8778933,56.3913061
380,9.9192602,57.0421439
381,11.7636102,55.6122487
382,10.1607437,56.1304332
383,12.5995584,55.6655948
384,12.5990108,55.6646567
385,9.546435,56.1854976
386,12.6143906,55.6469228
387,12.5675028,55.7551902
388,8.5973755,57.118306
389,12.60913,56.0362157
390,8.6876736,56.9546846
391,10.2448914,56.2016362
392,11.3504325,55.4135744
393,11.984912,55.8550445
394,8.6929497,56.9519856
395,10.1994496,56.1509781
396,8.6915311,56.9543467
397,8.7195967,55.4357479
398,12.503252,55.667322
399,12.5162034,55.6791586
400,8.9312763,56.6543345
401,12.5700501,55.7538626
402,9.6732421,55.6616862
403,12.4332855,55.8272804
404,10.3363294,55.4102732
405,12.5086402,55.8824744
406,9.8961315,57.0550576
407,11.143714,55.8853509
408,12.4310628,55.8389053
409,12.4317643,55.8386767
410,8.9703275,56.1358172
411,8.993559,56.1335254
412,12.481011,55.7816625
413,12.4826724,55.7810251
414,12.4006299,55.6637382
415,12.6602389,55.5954284
416,9.1580725,56.1395094
417,9.1456812,56.1378636
418,12.2776385,55.8376487
419,10.216639,56.1693338
420,12.562285,55.7119418
421,11.2905078,55.5046398
422,12.2985363,55.9289442
423,12.2939255,55.9356604
424,8.4233119,55.5013675
425,9.895167,56.389999
426,8.9939308,56.3882201
427,12.540209,55.6850856
428,12.5396904,55.6852065
429,12.0771952,55.6406868
430,10.1906993,56.16844
431,12.5138888,55.6922312
432,12.5310736,55.7204414
433,12.5321391,55.7228528
434,12.4983037,55.7301245
435,12.4969733,55.730197
436,12.5214202,55.7301396
437,8.606102,57.1135017
438,8.7171062,56.8365843
439,12.3053509,55.9301738
440,8.5411377,56.6124699
441,12.5230283,55.7060374
442,12.519669,55.6810043
443,12.3329315,55.6612188
444,9.3430195,56.772186
445,12.3051519,56.1266138
446,11.9589735,55.3293879
447,8.9623805,56.1458183
448,8.6087526,56.3649516
449,11.1052925,55.6792211
450,9.4291635,56.2876573
451,12.5633231,55.6753798
452,12.4752223,55.7557128
453,8.8557993,56.794614
454,12.5344587,55.8198121
455,9.9192713,57.0595199
456,12.4600966,55.6717461
457,12.4677117,55.6723913
458,8.4606665,55.6264684
459,10.1167536,56.1287762
460,12.0261325,55.5493088
461,12.174851,55.4784689
462,12.5972507,55.6583835
463,11.667586,55.9231491
464,9.2841983,55.4273917
465,11.670343,55.9227424
466,12.4805352,55.7097722
467,12.2751089,55.6440799
468,12.2795289,55.6429117
469,12.4399804,55.7239422
470,10.373231,55.3660823
471,14.8215626,55.1067274
472,12.6313566,55.6619137
473,12.2784489,54.9810579
474,12.5506685,55.6860616
475,12.4777031,55.7107093
476,12.4756622,55.6634806
477,12.5383941,55.7071865
478,12.5381472,55.7062967
479,9.8121162,54.9125552
480,12.5344323,55.6707494
481,10.2115784,56.1727518
482,12.5594491,55.6729341
483,10.2620268,56.2048763
484,9.9940646,57.4554438
485,12.4756194,55.9057102
486,9.8304538,55.9003904
487,10.1785626,56.1774571
488,12.4024626,55.9790343
489,12.5803833,55.7073925
490,12.5747944,55.6317208
491,8.3720163,55.5170812
492,10.166411,56.1550721
493,12.3587255,55.8086605
494,9.7605884,55.5759022
495,9.760634,55.5755231
496,10.2070626,56.1541716
497,9.3152621,56.0324141
498,9.7177572,55.5440045
499,12.2690246,55.5668931
500,12.538528,55.8203502
501,12.0702143,55.6338314
502,10.568279,56.4086455
503,12.4585922,55.6638946
504,9.9162587,57.0503785
505,10.424426,55.3849333
506,10.3697816,55.4162856
507,12.3055476,56.1243202
508,12.6073046,56.0333361
509,12.6132591,56.0331114
510,10.508782,57.4463726
511,10.504226,57.3316107
512,10.1139161,57.3870155
513,9.7277004,57.3729566
514,10.1471755,57.1681282
515,12.4939307,55.7465771
516,10.4361482,55.3327232
517,12.4744658,55.7953697
518,12.5944747,55.6980724
519,12.4228868,55.7429138
520,11.3531251,55.4056052
521,8.6950241,56.7023898
522,12.4389646,55.7223688
523,12.533153,55.7026557
524,9.7939612,56.6455355
525,10.6304902,55.0703682
526,9.989996,57.4571429
527,8.4854652,55.6147985
528,9.8444212,55.8607267
529,11.8616617,55.5957619
530,8.2082265,56.4909174
531,10.3276723,55.4123775
532,12.2842378,54.9823366
533,12.6228907,55.664073
534,12.6229628,55.6639738
535,9.4948026,55.3565018
536,10.3966515,55.3792056
537,12.5620432,55.7116491
538,12.5456764,55.6758702
539,12.5109259,55.7364276
540,12.5159543,55.7336827
541,12.5165011,55.7333654
542,12.5157572,55.733401
543,12.507135,55.7380333
544,9.7578514,55.5655114
545,8.9600674,55.1550376
546,12.550418,55.7026755
547,9.5838521,57.2518766
548,9.8577926,56.76894
549,10.6131142,55.2764897
550,10.252052,55.481731
551,10.1716805,55.5131716
552,10.4764163,55.4280848
553,10.5902691,55.3601013
554,12.5437073,55.6758094
555,12.5423957,55.6760968
556,12.3574201,55.7296268
557,12.296739,55.6465135
558,12.3015664,55.6517354
559,10.2071483,56.1603156
560,9.1171133,55.7283635
561,12.5180323,55.6812606
562,12.5772046,55.7100097
563,9.9363705,57.0461647
564,12.062837,55.835963
565,12.0600965,55.8393405
566,12.5286741,55.8832718
567,8.6295444,56.0912959
568,8.6002119,56.0056302
569,12.0569185,55.8381612
570,10.6384546,55.8152485
571,9.7908547,56.2974553
572,11.7376868,55.6676519
573,9.9752258,57.3137361
574,9.3734788,56.2583952
575,10.181606,56.1408206
576,11.7823952,54.755033
577,8.2885011,55.7795879
578,12.4224497,55.6216452
579,12.4221215,55.621653
580,12.4024916,55.6615379
581,11.645962,55.1780618
582,12.567472,55.6753345
583,12.5688221,55.6767509
584,12.5734435,55.7608462
585,12.4552215,55.6794607
586,12.4565291,55.6794058
587,12.4583555,55.6788654
588,12.3603961,55.7307085
589,12.4606497,55.6445068
590,12.5618678,55.6872928
591,10.1588026,56.131497
592,12.3594083,55.6137188
593,12.5223325,55.7388581
594,12.5931249,55.6725713
595,12.5777093,55.7014548
596,9.947691,57.26663
597,9.9059854,57.0544754
598,9.8513478,56.9731981
599,9.7487229,56.9371185
600,9.8897193,56.8356238
601,8.8548353,56.7938989
602,8.6161324,56.3579604
603,8.6018083,56.370464
604,9.7948779,56.6375661
605,8.4565351,55.5106671
606,10.3975383,55.3925868
607,10.3933124,55.4057273
608,9.793933,54.91352
609,9.4222127,55.0440148
610,8.3700607,55.7618702
611,9.792215,54.90849
612,9.8093581,54.921448
613,10.0938273,55.563895
614,10.2236326,56.2001551
615,9.8901108,55.26734
616,12.49305,55.69348
617,11.97734,55.49824
618,12.55631,55.71783
619,11.7165602,55.7140564
620,12.5882721,55.6920856
621,12.50186,55.77193
622,12.3554988,55.8713833
623,12.33861,55.6706
624,12.5851162,55.7029382
625,11.716191,55.7153136
626,12.555239,55.7196558
627,12.5004342,55.6929174
628,12.600961,55.6309937
629,12.5807684,55.6658162
630,12.4894839,55.688638
631,12.5182884,55.7514688
632,12.1496228,55.9088017
633,12.2755275,55.9397799
634,12.3388195,55.6702909
635,12.3057925,55.7327803
636,10.5656678,55.9456108
637,14.99247,55.03153
638,14.6928614,55.1016556
639,14.9205999,55.0707354
640,9.8170324,57.007028
641,9.0056111,56.5695001
642,10.5062057,57.4472032
643,12.5725361,55.7098122
644,9.2868155,56.7266628
645,9.2784189,56.1456767
646,10.1291111,57.0666843
647,10.2873596,57.1597865
648,9.907642,57.033023
649,9.9239664,57.0452689
650,10.1450798,57.1678166
651,9.9914453,57.4822825
652,12.305282,55.7328176
653,10.1499008,55.9746206
654,10.2160801,56.1892217
655,9.39846,56.450145
656,9.4617307,55.5233897
657,8.4942158,55.6100951
658,8.5940911,56.3638311
659,8.6156402,56.3756834
660,10.5571465,55.4600521
661,12.2443862,55.4160792
662,12.0369471,55.4606337
663,11.5457681,55.3016232
664,11.3696702,55.4101485
665,11.8039678,55.442856
666,12.1798758,55.4552875
667,11.290986,55.5042815
668,11.0958214,55.6780323
669,12.1086768,55.7497571
670,12.1914445,55.7678346
671,12.353619,55.8777137
672,11.9590751,55.7521166
673,9.9180331,57.0598224
674,9.924448,57.05794
675,12.3785126,55.6631747
676,12.3571152,55.71864
677,12.3571424,55.7190039
678,12.3919123,55.6657841
679,12.4751336,55.9056584
680,12.5200243,55.7378954
681,8.9997101,56.1361262
682,9.587073,57.10993
683,12.551461,55.701389
684,12.549453,55.6951499
685,9.1893441,56.4454497
686,10.3738986,56.4317229
687,12.6566751,55.6314367
688,12.5771839,55.703797
689,12.5323765,55.6818426
690,8.4939154,55.9465583
691,12.59,55.7059728
692,12.5927178,55.6874817
693,12.5244089,55.762532
694,12.5369835,55.6554837
695,9.8096761,54.9215114
696,8.2154479,56.6948366
697,12.3961609,55.6551733
698,12.4483877,55.718233
699,12.4488292,55.7183691
700,12.5468164,55.655436
701,12.352639,55.6566091
702,10.135088,56.1539125
703,9.4756528,55.4864811
704,12.6103299,55.6552817
705,12.4533851,55.6271346
706,12.5061429,55.7052268
707,12.505754,55.7051799
708,11.7603483,55.2337856
709,10.1663746,56.1554402
710,12.5824977,55.6800936
711,12.4021449,55.9791049
712,11.78879,55.42835
713,9.885102,57.03567
714,12.55121,55.64956
715,9.883447,57.03585
716,10.1823626,56.154735
717,9.518946,56.8027143
718,12.5058905,55.7725192
719,9.7920195,54.9092472
720,12.5105029,55.7631557
721,12.517567,55.6528512
722,11.2223888,55.3953522
723,14.7061053,55.1832789
724,9.9605259,57.5904174
725,9.5113853,56.0245004
726,12.3887549,55.624395
727,12.3612446,55.7311376
728,9.0278694,55.8127169
729,12.5360005,55.6638471
730,12.5374104,55.6638788
731,15.1341589,55.0608773
732,8.959624,56.140066
733,12.5313674,55.9637969
734,12.5305241,55.9644584
735,8.7720802,55.333844
736,12.5578518,55.6688203
737,9.402731,56.555412
738,12.5556277,55.6900239
739,12.5253707,55.6578111
740,8.994994,56.1455501
741,10.0116014,56.4742267
742,11.8721943,54.807514
743,10.6103336,55.059534
744,12.3298917,55.5970191
745,12.2757268,55.5774286
746,10.1811545,56.1197444
747,8.4577744,55.4652559
748,12.602111,55.6625411
749,10.3982927,55.375187
750,12.4567817,55.7599084
751,9.9051688,57.0536709
752,11.66383,55.7121345
753,12.1744139,55.4794273
754,12.174017,55.4794798
755,12.5119916,55.6930747
756,12.5365512,55.6859288
757,12.5771313,55.7629084
758,9.2623511,57.0884103
759,9.7423311,56.2213288
760,12.1005643,55.6415957
761,11.6490202,55.180813
762,10.1961048,55.1737901
763,8.1248172,56.0168403
764,12.595694,55.6770885
765,12.5778081,55.7142047
766,12.4976597,55.8876029
767,11.5571197,55.4327231
768,9.4728751,55.4694303
769,12.396336,55.6549714
770,12.5616054,55.7098215
771,12.5611516,55.6737815
772,12.585759,55.6975642
773,12.4228928,55.6222643
774,12.5988501,55.6663916
775,12.5804587,55.7010142
776,11.7619046,55.2285957
777,12.3104658,55.6425201
778,12.5323964,55.7023316
779,10.1881376,56.1552741
780,9.3413803,56.7717188
781,8.4392834,55.4688871
782,12.5486797,55.7025874
783,11.8030226,55.2792147
784,12.0192648,55.9715884
785,10.8764338,56.411997
786,8.3581502,55.526304
787,10.3914025,55.4005687
788,12.1666304,55.4478094
789,12.5809494,55.6347027
790,10.4214262,55.3932341
791,9.6019645,56.1939412
792,8.4478247,55.5086335
793,12.5772203,55.7117442
794,12.5395048,55.7012049
795,12.5977156,55.7077626
796,12.5845699,56.010933
797,12.567525,55.7313909
798,12.4763866,55.6636494
799,12.5044627,55.891096
800,9.9244753,57.0423349
801,10.16828,56.1500901
802,12.5841553,56.0107427
803,10.199694,56.158104
804,9.9346576,57.0350338
805,10.1984006,56.1583131
806,11.3970949,55.659474
807,12.5830676,55.6830517
808,10.2161619,56.1887718
809,10.2156773,56.1891444
810,10.194031,56.1465384
811,12.3794752,55.6659873
812,12.4004358,55.6438805
813,12.5535955,55.7190974
814,12.1714072,56.095884
815,10.0481672,56.3280408
816,8.921392,55.7581601
817,8.9217567,55.7585434
818,12.5422025,55.6980685
819,10.7051159,56.5285852
820,10.3071553,56.9923187
821,12.4703419,55.7204124
822,9.9654316,57.585937
823,10.2367201,57.3409748
824,10.1666897,56.17987
825,12.53736,55.7028098
826,12.5338351,55.6950078
827,12.1060704,55.6580085
828,12.5317701,55.7075179
829,9.0301743,56.5518666
830,9.0144029,56.554637
831,9.4305637,56.2875435
832,10.808274,56.316348
833,12.5468615,55.6557549
834,10.5165861,57.4340644
835,12.2223332,55.5334795
836,9.7491445,55.9690944
837,12.4213949,55.6221192
838,12.1859376,55.4578272
839,10.235956,56.203841
840,10.0458536,56.3283514
841,12.3682804,55.7822503
842,12.5937391,55.6632466
843,12.5896296,55.6560826
844,12.4886033,55.6929891
845,10.1944543,56.1468509
846,10.2167458,56.16436
847,12.1598382,55.6938303
848,9.8050469,56.6257148
849,9.8047886,56.6267748
850,10.2146154,56.187144
851,12.5734576,55.6197703
852,12.5754691,55.6982548
853,12.5759249,55.7090723
854,12.4303119,55.8398445
855,9.0618049,56.1330323
856,11.137434,54.8395722
857,12.4159943,55.6670604
858,12.5638436,55.7099448
859,11.8614518,55.5930316
860,12.4845042,55.6728495
861,9.5446368,56.1622219
862,12.5713505,55.7119477
863,10.4041236,57.1487864
864,11.4550282,55.752998
865,11.7155188,55.7145789
866,12.4915921,55.90983
867,11.7572889,55.2159087
868,12.5350463,55.6954058
869,12.5772555,55.7125418
870,12.5166951,55.6678027
871,12.5330623,55.6787476
872,12.5543932,55.6959269
873,12.4827095,55.7822235
874,12.6119832,55.652101
875,9.7198859,55.5683664
876,12.3709603,55.6524209
877,10.4233019,55.3932075
878,12.4551941,55.6702396
879,12.5205779,55.7756328
880,9.7423211,55.0564301
881,12.5225585,55.6819681
882,12.5512184,55.6844797
883,12.4886856,55.6545656
884,12.6320269,55.6610016
885,8.4656381,55.4798909
886,10.2145416,56.1871168
887,9.1405714,56.1387561
888,10.3768518,55.3988509
889,8.4640438,55.4637631
890,11.1022829,55.680697
891,12.4736774,55.7958437
892,12.4736366,55.7959775
893,12.488671,55.7171539
894,12.5518443,55.6659779
895,12.5360257,55.6670339
896,9.9385291,57.0474146
897,12.5620452,55.6615617
898,12.5661095,55.6570727
899,8.483296,55.6325192
900,12.5323403,55.7084107
901,10.3667386,55.3975474
902,12.5729152,55.6721479
903,12.4825149,55.7091153
904,9.8378501,56.8916038
905,12.5142782,55.660996
906,12.5973111,55.7073855
907,12.514698,55.6610168
908,12.2610104,55.9425671
909,8.4176942,56.7528697
910,10.2541535,55.9125163
911,8.512193,55.9524743
912,9.552152,56.1664073
913,9.5425655,56.1673271
914,12.5363128,55.7143958
915,10.3969137,55.3796485
916,9.4981256,54.9792626
917,11.2095627,55.4429441
918,11.1394133,55.3304127
919,10.3575473,55.4020816
920,10.1133595,56.1753071
921,9.674781,57.1959671
922,12.5474664,55.6792355
923,10.2005591,56.1788565
924,9.8525094,55.8589846
925,9.845479,55.8589659
926,10.2470309,56.2025162
927,12.2039923,55.6444498
928,12.5506882,55.6957045
929,9.9123711,55.8729535
930,11.2673694,55.3039013
931,12.4016306,55.7215327
932,10.3487397,55.3944344
933,12.5088519,55.6539417
934,10.1998973,56.1572407
935,12.1861003,55.4584911
936,12.5922046,55.6567408
937,9.2287218,56.4756816
938,9.5693416,56.1807469
939,10.0405128,56.0870643
940,10.1950803,56.1943984
941,10.0057259,57.455223
942,12.3129577,55.9278639
943,12.4912904,55.6869132
944,9.9996403,57.0269764
945,10.0017416,57.0257283
946,11.5896275,55.5336085
947,11.878371,54.898776
948,11.4593363,54.7110517
949,12.177662,55.468886
950,10.1349778,56.1550247
951,12.430612,55.8516839
952,12.567139,55.691389
953,8.624391,55.807735
954,9.812033,55.791079
955,12.561481,55.7078137
956,12.551732,55.649455
957,12.1954194,55.7679844
958,12.107126,55.7501228
959,11.4055682,55.655952
960,9.5233048,55.7101454
961,9.6919914,55.804787
962,9.79359,55.70128
963,9.703797,55.7679406
964,10.160051,56.127355
965,10.1766482,56.130057
966,9.9309566,56.0327171
967,9.9174828,56.0389274
968,9.79275,56.390384
969,10.0084276,57.0346494
970,9.4047839,56.4485384
971,9.3920747,56.4328058
972,10.186328,56.15259
973,8.5908092,56.4914422
974,8.30388,56.544214
975,8.866578,56.921972
976,9.2659318,56.9681169
977,9.8542647,55.756007
978,11.7621657,55.612751
979,11.592719,55.540835
980,11.6696657,55.7010684
981,12.583323,55.693074
982,12.576331,55.691291
983,12.55756,55.718221
984,12.5803347,55.7427743
985,11.580869,55.213062
986,9.889805,56.836303
987,10.019541,56.924525
988,9.8926906,56.6742345
989,10.0095251,56.8798601
990,9.0841062,56.065783
991,9.2851114,55.9830825
992,10.505608,56.477199
993,12.5271693,55.7041117
994,11.0983505,55.6784438
995,12.4599854,55.7006361
996,12.4968722,55.8819893
997,12.498435,55.87886
998,12.5004208,55.900884
999,12.4966362,55.8870801
1000,12.5282708,55.8832873
1001,11.4495156,55.7519451
1002,12.33881,55.721796
1003,12.5594295,55.6885016
1004,11.714665,55.714809
1005,9.629483,56.226764
1006,11.09403,55.679543
1007,11.2894289,55.5035234
1008,12.5738884,55.6892493
1009,9.3425607,56.7792274
1010,9.7535493,56.7553449
1011,10.1820979,57.0618952
1012,9.3708039,57.0632173
1013,9.637502,56.981328
1014,9.485247,56.904562
1015,12.602208,55.653161
1016,12.6267868,55.6180629
1017,11.3558842,55.3981027
1018,11.341732,55.39775
