,longitude,latitude,Normalized_Count
121,8.906908999999999,54.913829,0.031725768321513005
122,8.6766418,55.4584942,0.05808510638297872
123,8.7033034,55.4207907,0.0956501182033097
124,10.6028232,55.0474883,0.14353821907013398
125,10.6863154,54.956589,0.07144996059889677
126,9.9404491,55.3143337,0.05393223010244287
127,10.5309807,55.1919679,0.02400315208825847
128,10.0358108,55.0810571,0.02037825059101655
129,11.9617295,55.56575220000001,0.08195429472025216
130,12.0490446,55.6268026,0.12811662726556344
131,11.252675,55.664181,0.08270291568163908
132,11.501008,55.949576,0.05560283687943263
133,11.3772728,55.3772703,0.0850748620961387
134,11.3772728,55.3772703,0.07888100866824271
135,11.759207,55.224613,0.08203309692671394
136,11.440532,55.363197,0.07793538219070134
137,11.9383667,55.0968779,0.07630417651694248
138,11.36371,54.836993,0.02397163120567376
