,longitude,latitude,gravity
0,11.436272108080807,54.62847291212121,0.0
1,11.911286568686869,54.62847291212121,0.0
2,11.35710303131313,54.663834154545455,0.0
3,11.436272108080807,54.663834154545455,0.0
4,11.515441184848484,54.663834154545455,0.0
5,11.673779338383838,54.663834154545455,0.0
6,11.752948415151515,54.663834154545455,0.0
7,11.832117491919192,54.663834154545455,0.0
8,11.911286568686869,54.663834154545455,0.0
9,11.277933954545455,54.69919539696969,0.0
10,11.35710303131313,54.69919539696969,0.0
11,11.436272108080807,54.69919539696969,0.0
12,11.515441184848484,54.69919539696969,0.0
13,11.594610261616161,54.69919539696969,0.0
14,11.673779338383838,54.69919539696969,0.0
15,11.752948415151515,54.69919539696969,0.0
16,11.911286568686869,54.69919539696969,0.0
17,10.723750417171717,54.73455663939394,0.0
18,11.198764877777778,54.73455663939394,0.0
19,11.277933954545455,54.73455663939394,0.0
20,11.35710303131313,54.73455663939394,0.0
21,11.436272108080807,54.73455663939394,0.0
22,11.515441184848484,54.73455663939394,0.0
23,11.594610261616161,54.73455663939394,0.0
24,11.673779338383838,54.73455663939394,0.0
25,11.752948415151515,54.73455663939394,0.0
26,11.832117491919192,54.73455663939394,0.0
27,11.911286568686869,54.73455663939394,0.0
28,11.990455645454546,54.73455663939394,0.0
29,10.723750417171717,54.76991788181818,0.0
30,11.040426724242424,54.76991788181818,0.0
31,11.119595801010101,54.76991788181818,0.0
32,11.198764877777778,54.76991788181818,0.0
33,11.277933954545455,54.76991788181818,0.0
34,11.35710303131313,54.76991788181818,0.0
35,11.436272108080807,54.76991788181818,0.0
36,11.515441184848484,54.76991788181818,0.0
37,11.594610261616161,54.76991788181818,0.0
38,11.673779338383838,54.76991788181818,0.0
39,11.752948415151515,54.76991788181818,0.0
40,11.832117491919192,54.76991788181818,0.0
41,11.911286568686869,54.76991788181818,0.0
42,11.990455645454546,54.76991788181818,0.0
43,9.298707035353535,54.805279124242425,0.0
44,10.723750417171717,54.805279124242425,0.0
45,11.040426724242424,54.805279124242425,0.0
46,11.119595801010101,54.805279124242425,0.0
47,11.198764877777778,54.805279124242425,0.0
48,11.277933954545455,54.805279124242425,0.0
49,11.35710303131313,54.805279124242425,0.0
50,11.436272108080807,54.805279124242425,0.0
51,11.515441184848484,54.805279124242425,0.0
52,11.594610261616161,54.805279124242425,0.0
53,11.673779338383838,54.805279124242425,0.0
54,11.752948415151515,54.805279124242425,0.0
55,11.832117491919192,54.805279124242425,0.0
56,11.911286568686869,54.805279124242425,0.0
57,11.990455645454546,54.805279124242425,0.0
58,12.069624722222223,54.805279124242425,0.0
59,9.298707035353535,54.84064036666666,0.0
60,9.377876112121212,54.84064036666666,0.0
61,9.45704518888889,54.84064036666666,0.0
62,10.40707411010101,54.84064036666666,0.0
63,10.723750417171717,54.84064036666666,0.0
64,11.119595801010101,54.84064036666666,0.0
65,11.198764877777778,54.84064036666666,0.0
66,11.277933954545455,54.84064036666666,0.0
67,11.35710303131313,54.84064036666666,0.0
68,11.436272108080807,54.84064036666666,0.0
69,11.594610261616161,54.84064036666666,0.0
70,11.673779338383838,54.84064036666666,0.0
71,11.832117491919192,54.84064036666666,0.0
72,11.911286568686869,54.84064036666666,0.0
73,11.990455645454546,54.84064036666666,0.0
74,12.069624722222223,54.84064036666666,0.0
75,12.1487937989899,54.84064036666666,0.0
