lon,lat,NAME_2
12.5773893,55.6809781,København
12.5393915,55.7062845,København
9.9907685,57.0173558,Aalborg
12.5674285,55.687321,København
10.5106007,54.8506295,Ærø
12.1029732,55.6925436,Roskilde
9.9916225,57.0122693,Aalborg
12.1401508,55.6549625,Roskilde
10.1499171,56.1171542,Århus
9.4063675,55.0437249,Aabenraa
12.4650789,55.6494633,Hvidovre
12.1018482,55.6953557,Roskilde
12.1003623,55.6905636,Roskilde
12.5617052,55.6947588,København
12.5531448,55.7048635,København
10.5016018,56.278875,Syddjurs
10.427538631343282,55.36911313880596,Odense
12.515253121739134,55.78219959347823,Lyngby-Taarbæk
12.588029244000005,55.66196727999998,København
12.563655888888889,55.693728066666665,København
12.575949217948718,55.686873084615385,København
12.570666933333332,55.68618632222222,København
12.59111942105263,55.65959943684211,København
12.138556852777777,55.65243641388889,Roskilde
12.569820682558143,55.6867248255814,København
9.486019561538464,55.48462925384615,Kolding
9.97970832659574,57.0157691329787,Aalborg
12.529400105555553,55.68149442499999,Frederiksberg
9.980249858749998,57.01520290625,Aalborg
9.98030988,57.01402175636364,Aalborg
10.002651975,57.458914875000005,Hjørring
12.084751119999998,55.69495032,Roskilde
9.022550246153845,56.55397453076922,Skive
12.606013827999998,55.6810573,København
10.198833655555555,56.14344527777777,Århus
8.445723394117648,55.49091983529412,Esbjerg
9.978337478571428,57.01529943571428,Aalborg
12.571016968421052,55.67933135263157,København
12.5709170375,55.6777641125,København
12.343643022222215,55.98983918148149,Hillerød
12.524447599999997,55.6810237375,Frederiksberg
12.554221342105263,55.68091415263157,Frederiksberg
9.904518677777778,57.03944113888888,Aalborg
8.876388379999998,56.78828986,Morsø
8.87780986,56.788702920000006,Morsø
8.877237933333333,56.787961216666666,Morsø
9.561439123076925,56.15415793076924,Silkeborg
10.39413795,55.36527624285715,Odense
9.465200335,55.4906329625,Kolding
11.897813314285711,55.01277844285715,Vordingborg
9.584527598214285,56.48768685,Viborg
9.48267407777778,55.48702023333333,Kolding
11.39057205625,55.32540364374999,Slagelse
10.580854925,55.05864114166667,Svendborg
10.886078396,56.410449396,Norddjurs
10.432385894117646,56.43554654117648,Norddjurs
10.40949418125,55.3643927125,Odense
11.347152626666666,55.40711055999999,Slagelse
10.22610808181818,56.08695208181817,Århus
10.1906766,56.15578562631579,Århus
8.351556835294117,56.33426070588234,Holstebro
9.024501787096774,56.13215327741935,Herning
9.482362171428573,55.48810141428571,Kolding
8.618507365384614,56.37130956923078,Holstebro
12.543077777777777,55.72097625000001,København
10.402988991304346,55.40114366521738,Odense
10.601643320833332,55.061577275,Svendborg
12.542453210416667,55.64931255833334,København
8.48690272,55.48190152,Esbjerg
10.124418333333333,56.22850304,Århus
