Unnamed: 0,longitude,latitude,status_3_ratio_mean
114,10.648394,55.501504,0.0788680120621654
90,8.836123,56.781975,0.1568627450980382
46,10.182387,57.061677,0.2573282075925014
267,9.12968,55.13012,0.3690531177829088
31,11.342991,55.41403,0.4418658621489852
358,9.535372,56.739888,0.4830214830214828
81,9.911765,56.359149,0.49185509360563917
302,11.859938,55.592095,0.5313730030099546
168,9.99036,57.2485,0.6306515186645018
349,9.241929,56.964766,0.692388025063815
35,10.182387,57.061677,0.7772104896727763
40,8.805212,56.390391,0.8026283767339965
225,11.29599,55.48796,0.8462779442267772
336,10.161239,57.152389,0.884188626907072
158,9.36722,55.065492,0.8921705426356562
223,9.794386,56.391501,0.9061413673232861
324,8.298722,56.196524,0.9192501802451332
172,10.064056,56.466197,0.9604056011588589
224,8.859013,56.031235,0.9812469556746202
60,10.410471,54.886893,0.987683011852196
42,11.915559,55.00714,1.0258266956311848
173,9.910397,55.26112,1.0553963705826155
185,10.06316,56.264016,1.058319833371902
241,10.046712,56.326678,1.0654706430568488
212,8.221635,56.700175,1.089944649446494
312,11.790111,55.254194,1.1259842519685028
290,9.867087,56.255411,1.1615152219381777
171,9.76432,56.147603,1.176892799259087
253,11.871619,54.899064,1.2233054781801274
384,9.93721,57.2226,1.2390097177232757
301,11.799468,55.274248,1.246913580246911
351,9.766954,56.149722,1.284952469278923
350,11.789028,55.450806,1.355129390018483
79,9.474723,55.259656,1.3628359592214987
102,9.004974,56.039672,1.3831088403777643
144,10.06587,56.17521,1.4124163397184382
383,9.40002,55.51409,1.4486411791801015
396,10.506181,56.381011,1.477543092983733
314,9.000103,56.038029,1.557481892433348
311,9.941859,57.221955,1.5962255358807063
197,11.574277,55.84925,1.6078288353999508
310,9.39401,55.51196,1.6160445165777848
129,10.185179,56.126907,1.6443980514961714
134,8.325843,55.613885,1.6829475308641957
345,8.60822,57.115455,1.720190964136002
164,10.656291,55.46024,1.7268089053803324
344,9.966007,57.592115,1.7269338303821045
182,9.483662,55.360752,1.7732246798602997
19,9.517892,56.200756,1.8638010142477617
71,10.339689,55.410292,1.9244260204081618
385,12.22931,55.56086,1.9313702759100375
28,12.60544,55.621148,1.9433848382423948
191,9.32942,54.82622,1.9937788018433178
36,12.488927,55.765375,2.0043668122270715
113,11.900309,55.708399,2.07615509635477
39,9.135783,55.731444,2.086826347305388
165,10.237237,56.23066,2.1067533070317923
38,10.177534,56.137189,2.1072306935563176
41,12.186404,55.4824,2.144666341938626
49,10.06543,56.17812,2.15748031496063
91,10.031144,56.470719,2.1729026260748316
219,10.02423,57.099975,2.1807005335189036
304,9.908146,57.033893,2.1909028256374885
5,9.095726,55.73591,2.230679430305859
268,9.578401,56.185779,2.2313241796602217
337,12.2314,55.56066,2.263267189663127
238,11.651887,55.700608,2.298257839721254
206,9.646648,55.794465,2.311603016297738
70,8.385841,55.438328,2.3799217131015418
321,9.374512,54.936887,2.389763779527556
133,8.583807,56.486855,2.3924168411258426
240,8.589284,55.524597,2.431510164569214
346,8.302795,56.549673,2.433357969943331
189,9.74208,56.84363,2.435089333640057
80,9.995052,57.456452,2.4793005671077424
48,9.903855,57.022364,2.482527192779449
205,8.967349,56.15669,2.534502654050311
187,11.515257,54.776469,2.542498838829539
211,8.493445,55.610463,2.5457970331999027
34,11.656742,55.70182,2.562398703403566
399,12.173246,55.446462,2.563907991463123
